customer_id,full_name,email,phone,city,customer_status,created_at,updated_at
CUS0005370,Phạm Hiếu,customer0005370@example.com,0601565374,TP. Hồ Chí Minh,active,2026-07-06 09:35:14,2026-08-04 09:35:14
CUS0011139,Đỗ Nga,customer0011139@example.com,0925110146,Hải Phòng,inactive,2024-11-28 09:35:14,2026-08-06 09:35:14
CUS0006334,Đặng Chiến,customer0006334@example.com,0919132278,Cần Thơ,active,2024-11-03 09:35:14,2026-08-04 09:35:14
CUS0000725,Ngô Thảo,customer0000725@example.com,0464381711,Nha Trang,inactive,2026-07-30 09:35:14,2026-08-01 09:35:14
CUS0002120,Phan Quân,customer0002120@example.com,0584924186,Vũng Tàu,active,2025-08-13 09:35:14,2026-08-04 09:35:14
CUS0011921,Nguyễn Trung,customer0011921@example.com,0723523601,TP. Hồ Chí Minh,active,2025-02-15 09:35:14,2026-08-06 09:35:14
CUS0001656,Hồ Hải,customer0001656@example.com,0674755057,Nha Trang,active,2025-10-22 09:35:14,2026-08-01 09:35:14
CUS0004368,Nguyễn Giang,customer0004368@example.com,0552069740,TP. Hồ Chí Minh,active,2026-02-09 09:35:14,2026-08-01 09:35:14
CUS0003367,Vũ Ngọc,customer0003367@example.com,0400067459,Hà Nội,active,2025-06-28 09:35:14,2026-07-31 09:35:14
CUS0003785,Phan Yến,customer0003785@example.com,0707631972,Huế,active,2024-12-17 09:35:14,2026-07-31 09:35:14
CUS0005406,Phạm Khánh,customer0005406@example.com,0323016788,Huế,active,2025-01-11 09:35:14,2026-08-01 09:35:14
CUS0005652,Ngô Sơn,customer0005652@example.com,0830619396,Vũng Tàu,active,2026-06-28 09:35:14,2026-08-03 09:35:14
CUS0007069,Trần Ngọc,customer0007069@example.com,0897956034,Nha Trang,active,2025-11-21 09:35:14,2026-08-03 09:35:14
CUS0008814,Đỗ Vân,customer0008814@example.com,0396887448,Cần Thơ,active,2025-01-22 09:35:14,2026-07-31 09:35:14
CUS0008406,Phan Dũng,customer0008406@example.com,0664272939,Nha Trang,active,2024-11-12 09:35:14,2026-07-31 09:35:14
CUS0004193,Phan Sơn,customer0004193@example.com,0654363204,Hà Nội,active,2025-05-23 09:35:14,2026-08-02 09:35:14
CUS0004056,Bùi Khánh,customer0004056@example.com,0341011233,Cần Thơ,UNKNOWN_STATUS,2025-10-19 09:35:14,2026-08-05 09:35:14
CUS0002628,Đặng An,customer0002628@example.com,ABC-INVALID,Đà Nẵng,active,2025-05-15 09:35:14,2026-08-04 09:35:14
CUS0005383,Võ Khánh,customer0005383@example.com,0563907302,TP. Hồ Chí Minh,active,2025-04-14 09:35:14,2026-08-05 09:35:14
CUS0007625,Bùi Tuấn,customer0007625@example.com,0883775701,Huế,active,2025-06-12 09:35:14,2026-08-05 09:35:14
CUS0009948,Phan Tuấn,customer0009948@example.com,0347996213,Huế,active,2026-01-09 09:35:14,2026-08-04 09:35:14
CUS0007732,Phan Hoàng,customer0007732@example.com,0446389478,Cần Thơ,inactive,2026-06-11 09:35:14,2026-08-01 09:35:14
CUS0005468,Vũ Hùng,customer0005468@example.com,0690576825,Nha Trang,active,2026-03-13 09:35:14,2026-08-05 09:35:14
CUS0009787,Trần Minh,customer0009787@example.com,0489299989,Vũng Tàu,active,2025-04-03 09:35:14,2026-08-02 09:35:14
CUS0010826,Hồ Hoàng,customer0010826@example.com,0906953708,Nha Trang,active,2026-07-20 09:35:14,2026-08-02 09:35:14
CUS0005303,Đặng Hà,customer0005303@example.com,0318595794,Đà Nẵng,active,2026-06-10 09:35:14,2026-08-04 09:35:14
CUS0002616,Đỗ Phúc,customer0002616@example.com,0379141535,Cần Thơ,active,2024-10-13 09:35:14,2026-08-05 09:35:14
CUS0001040,Hoàng Trang,customer0001040@example.com,0912459335,Nha Trang,active,2026-01-04 09:35:14,2026-08-02 09:35:14
CUS0008162,Vũ Khánh,customer0008162@example.com,0351588048,TP. Hồ Chí Minh,active,2026-05-10 09:35:14,2026-08-04 09:35:14
CUS0007500,Trần Hải,customer0007500@example.com,0603888941,Hà Nội,active,2025-01-07 09:35:14,2026-08-03 09:35:14
CUS0003743,Dương Việt,customer0003743@example.com,0579376170,Vũng Tàu,active,2025-08-17 09:35:14,2026-08-06 09:35:14
CUS0011714,Phạm Nga,customer0011714@example.com,0767064196,Cần Thơ,active,2026-01-31 09:35:14,2026-08-03 09:35:14
CUS0003976,Dương Phúc,customer0003976@example.com,0310590578,Vũng Tàu,active,2025-11-11 09:35:14,2026-08-02 09:35:14
CUS0007347,Võ Bình,customer0007347@example.com,0659922171,Hà Nội,active,2025-03-31 09:35:14,2026-08-02 09:35:14
CUS0001840,Võ Nam,customer0001840@example.com,0879224867,Nha Trang,active,2025-09-13 09:35:14,2026-08-04 09:35:14
CUS0011273,Lê Minh,customer0011273@example.com,0539171141,Nha Trang,active,2025-10-01 09:35:14,2026-07-31 09:35:14
CUS0004054,Huỳnh Trang,customer0004054@example.com,0623206216,Huế,active,2025-08-23 09:35:14,2026-08-05 09:35:14
CUS0001884,Vũ Trung,customer0001884@example.com,0729627300,Đà Nẵng,blocked,2025-03-14 09:35:14,2026-08-03 09:35:14
CUS0000361,Nguyễn Trung,customer0000361@example.com,0736541091,Vũng Tàu,active,2025-11-16 09:35:14,2026-08-05 09:35:14
CUS0010326,Phạm Dũng,customer0010326@example.com,0351556868,Hà Nội,inactive,2026-07-06 09:35:14,2026-08-01 09:35:14
CUS0001179,Hoàng Hạnh,customer0001179@example.com,0967918338,Đà Nẵng,active,2024-12-07 09:35:14,2026-08-02 09:35:14
CUS0011019,Đặng Giang,customer0011019@example.com,0568477555,TP. Hồ Chí Minh,active,2025-03-30 09:35:14,2026-08-04 09:35:14
CUS0009942,Võ Ngọc,customer0009942@example.com,0494978219,Cần Thơ,active,2026-05-03 09:35:14,2026-08-01 09:35:14
CUS0010467,Dương Hoàng,customer0010467@example.com,0404312398,Hà Nội,active,2024-09-02 09:35:14,2026-08-01 09:35:14
CUS0008303,Đỗ Mai,customer0008303@example.com,0377693955,Huế,active,2024-11-10 09:35:14,2026-08-05 09:35:14
CUS0009177,Đặng Chiến,customer0009177@example.com,0663013715,Cần Thơ,active,2026-02-18 09:35:14,2026-08-06 09:35:14
CUS0011229,Trần Long,customer0011229@example.com,0620670285,Huế,active,2025-12-15 09:35:14,2026-08-02 09:35:14
CUS0003211,Nguyễn Việt,customer0003211@example.com,0398828713,Vũng Tàu,active,2026-01-03 09:35:14,2026-08-05 09:35:14
CUS0010598,Đỗ Hạnh,customer0010598@example.com,0472412799,Hải Phòng,active,2025-03-31 09:35:14,2026-08-03 09:35:14
CUS0005825,Hoàng Minh,customer0005825@example.com,0717214003,Nha Trang,active,2025-06-20 09:35:14,2026-08-06 09:35:14
CUS0002255,Hồ Hiếu,customer0002255@example.com,0816228523,Hải Phòng,active,2026-07-08 09:35:14,2026-08-04 09:35:14
CUS0003911,Hồ Hải,customer0003911@example.com,0725096792,Hải Phòng,active,2025-03-05 09:35:14,2026-08-02 09:35:14
CUS0000669,Hồ Vân,customer0000669@example.com,0962100982,Hải Phòng,active,2025-06-15 09:35:14,2026-08-02 09:35:14
CUS0007533,Dương Trung,customer0007533@example.com,0716922736,Hà Nội,active,2026-02-13 09:35:14,2026-08-04 09:35:14
CUS0003892,Phạm Vân,customer0003892@example.com,0341137599,Cần Thơ,active,2026-07-06 09:35:14,2026-08-01 09:35:14
CUS0003289,Đỗ Hà,customer0003289@example.com,0345077041,Đà Nẵng,active,2025-10-16 09:35:14,2026-08-06 09:35:14
CUS0008125,Dương Sơn,customer0008125@example.com,0988616730,Đà Nẵng,active,2025-10-31 09:35:14,2026-08-02 09:35:14
CUS0006871,Lê Giang,customer0006871@example.com,0594634798,Vũng Tàu,inactive,2024-11-29 09:35:14,2026-07-31 09:35:14
CUS0004743,Phan Linh,customer0004743@example.com,0812147386,Hà Nội,active,2026-04-28 09:35:14,2026-08-03 09:35:14
CUS0006370,Đỗ Bình,customer0006370@example.com,0465843145,Vũng Tàu,active,2024-09-05 09:35:14,2026-08-05 09:35:14
CUS0009241,Ngô Hiếu,customer0009241@example.com,0377469021,TP. Hồ Chí Minh,inactive,2025-01-12 09:35:14,2026-08-04 09:35:14
CUS0007068,Vũ Giang,customer0007068@example.com,0467360772,TP. Hồ Chí Minh,active,2025-09-05 09:35:14,2026-08-05 09:35:14
CUS0007444,Dương Minh,customer0007444@example.com,0368136157,Cần Thơ,active,2025-02-02 09:35:14,2026-07-31 09:35:14
CUS0003854,Lê Hùng,customer0003854@example.com,0641242900,Vũng Tàu,active,2026-01-05 09:35:14,2026-08-04 09:35:14
CUS0007250,Đỗ Phúc,customer0007250@example.com,0376723211,Cần Thơ,active,2025-05-04 09:35:14,2026-08-05 09:35:14
CUS0000380,Đặng Hạnh,customer0000380@example.com,0586968257,Huế,active,2026-03-08 09:35:14,2026-08-03 09:35:14
CUS0000915,Trần Nga,customer0000915@example.com,0845030881,Cần Thơ,active,2025-10-25 09:35:14,2026-08-02 09:35:14
CUS0002679,Bùi Nga,customer0002679@example.com,0771713775,TP. Hồ Chí Minh,active,2026-01-15 09:35:14,2026-08-01 09:35:14
CUS0009804,Hoàng Hiếu,customer0009804@example.com,0357438269,Nha Trang,active,2026-01-05 09:35:14,2026-08-03 09:35:14
CUS0002565,Bùi Long,customer0002565@example.com,0701523892,Hải Phòng,active,2025-02-02 09:35:14,2026-08-05 09:35:14
CUS0004930,Đặng Hải,customer0004930@example.com,0728482550,Hà Nội,active,2026-07-06 09:35:14,2026-08-06 09:35:14
CUS0011734,Huỳnh Trang,customer0011734@example.com,0493715376,Hà Nội,active,2025-03-11 09:35:14,2025-11-07 09:35:14
CUS0001719,Phạm Linh,customer0001719@example.com,0425955053,Vũng Tàu,active,2026-05-30 09:35:14,2026-08-03 09:35:14
CUS0000136,Phạm Hoàng,customer0000136@example.com,0754309311,Hà Nội,active,2026-05-25 09:35:14,2026-08-05 09:35:14
CUS0001865,Dương Trung,customer0001865@example.com,0681978173,Vũng Tàu,active,2025-05-21 09:35:14,2026-08-05 09:35:14
CUS0004289,Đỗ Sơn,customer0004289@example.com,0885022753,Đà Nẵng,active,2026-06-02 09:35:14,2026-08-02 09:35:14
CUS0000625,Nguyễn Ngọc,customer0000625@example.com,0627435345,Vũng Tàu,active,2026-01-10 09:35:14,2026-08-02 09:35:14
CUS0006677,Nguyễn Trang,customer0006677@example.com,0419161620,Đà Nẵng,active,2026-05-07 09:35:14,2026-08-06 09:35:14
CUS0009549,Bùi Việt,customer0009549@example.com,0625174578,Đà Nẵng,active,2026-02-28 09:35:14,2026-08-02 09:35:14
CUS0011114,Phạm Hoàng,customer0011114@example.com,0605426813,TP. Hồ Chí Minh,active,2024-09-25 09:35:14,2026-08-05 09:35:14
CUS0008236,Võ Trung,customer0008236@example.com,0803961380,Cần Thơ,active,2025-05-14 09:35:14,2026-08-06 09:35:14
CUS0008516,Phan Long,customer0008516@example.com,0328066862,Vũng Tàu,active,2026-02-01 09:35:14,2026-08-01 09:35:14
CUS0009614,Hoàng Linh,customer0009614@example.com,0457228013,Hải Phòng,active,2026-06-30 09:35:14,2026-08-06 09:35:14
CUS0009446,Nguyễn Hiếu,customer0009446@example.com,0763113485,Vũng Tàu,active,2025-02-07 09:35:14,2026-08-04 09:35:14
CUS0008894,Hồ Khánh,customer0008894@example.com,0579873427,Cần Thơ,active,2025-08-14 09:35:14,2026-08-02 09:35:14
CUS0011232,Lê Hải,customer0011232@example.com,0574108721,Huế,active,2026-05-18 09:35:14,2026-08-03 09:35:14
CUS0009949,Phan Vân,customer0009949@example.com,0961206149,Hà Nội,active,2026-05-15 09:35:14,2026-08-04 09:35:14
CUS0004747,Ngô Sơn,customer0004747@example.com,0474994142,Vũng Tàu,active,2025-07-03 09:35:14,2026-08-03 09:35:14
CUS0007365,Dương Yến,customer0007365@example.com,0344450550,Hải Phòng,inactive,2025-02-23 09:35:14,2026-08-02 09:35:14
CUS0002992,Đỗ Phong,customer0002992@example.com,0724068841,Huế,active,2025-03-06 09:35:14,2026-08-05 09:35:14
CUS0010987,Dương Trung,customer0010987@example.com,0655688582,Hà Nội,active,2025-02-07 09:35:14,2026-07-31 09:35:14
CUS0006720,Trần Phúc,customer0006720@example.com,0852665676,Vũng Tàu,active,2026-02-01 09:35:14,2026-08-06 09:35:14
CUS0007901,Dương Dũng,customer0007901@example.com,0565389469,Nha Trang,active,2024-08-16 09:35:14,2026-08-03 09:35:14
CUS0009941,Nguyễn Nga,customer0009941@example.com,0589036184,Đà Nẵng,active,2025-08-08 09:35:14,2026-08-03 09:35:14
CUS0003500,Hồ Long,customer0003500@example.com,0404521655,Hà Nội,blocked,2026-02-12 09:35:14,2026-07-31 09:35:14
CUS0000701,Ngô Minh,customer0000701@example.com,0466779850,Hải Phòng,active,2026-02-05 09:35:14,2026-08-03 09:35:14
CUS0002956,Hoàng Yến,customer0002956@example.com,0557953201,Hà Nội,active,2024-08-18 09:35:14,2026-08-06 09:35:14
CUS0006850,Đặng Giang,customer0006850@example.com,0770947414,TP. Hồ Chí Minh,active,2025-10-23 09:35:14,2026-08-03 09:35:14
CUS0000071,Huỳnh Thảo,customer0000071@example.com,0630370617,Nha Trang,active,2025-11-22 09:35:14,2026-08-05 09:35:14
CUS0005748,Đỗ Hạnh,customer0005748@example.com,0881305860,Hà Nội,active,2025-01-13 09:35:14,2026-08-01 09:35:14
CUS0006154,Hồ Hùng,customer0006154@example.com,0692361886,Hải Phòng,active,2026-05-18 09:35:14,2026-08-02 09:35:14
CUS0004430,Phạm Vân,customer0004430@example.com,0495306982,Nha Trang,active,2025-06-04 09:35:14,2026-08-03 09:35:14
CUS0007978,Huỳnh Yến,customer0007978@example.com,0884920724,TP. Hồ Chí Minh,active,2026-07-08 09:35:14,2026-08-06 09:35:14
CUS0007860,Vũ Vân,customer0007860@example.com,0790811363,Vũng Tàu,active,2026-02-07 09:35:14,2026-08-02 09:35:14
CUS0006212,Bùi Phúc,customer0006212@example.com,0767488508,Hà Nội,active,2025-12-14 09:35:14,2026-08-05 09:35:14
CUS0004608,Phan Mai,customer0004608@example.com,0364737595,TP. Hồ Chí Minh,active,2024-11-20 09:35:14,2026-08-04 09:35:14
CUS0009291,Lê Nga,customer0009291@example.com,0832083622,Vũng Tàu,blocked,2026-07-29 09:35:14,2026-07-31 09:35:14
CUS0008319,Ngô Hải,customer0008319@example.com,0674404831,Đà Nẵng,active,2025-02-11 09:35:14,2026-08-02 09:35:14
CUS0000938,Dương Giang,customer0000938@example.com,0456488047,Đà Nẵng,blocked,2025-09-27 09:35:14,2025-10-10 09:35:14
CUS0002389,Huỳnh Việt,customer0002389@example.com,0726456091,Hải Phòng,active,2025-02-19 09:35:14,2026-08-02 09:35:14
CUS0003525,Đỗ Hiếu,customer0003525@example.com,0840072831,TP. Hồ Chí Minh,active,2024-11-06 09:35:14,2026-08-05 09:35:14
CUS0003326,Đặng Thảo,customer0003326@example.com,0470285041,Huế,active,2025-10-20 09:35:14,2026-07-31 09:35:14
CUS0000150,Hồ Bình,customer0000150@example.com,0491046195,Hải Phòng,active,2024-12-02 09:35:14,2026-08-06 09:35:14
CUS0002586,Hồ Nam,customer0002586@example.com,0910140476,Vũng Tàu,active,2025-08-24 09:35:14,2026-08-03 09:35:14
CUS0007733,Võ Hiếu,customer0007733@example.com,0787047759,Vũng Tàu,active,2025-01-17 09:35:14,2026-08-05 09:35:14
CUS0001942,Đỗ Hạnh,customer0001942@example.com,0631896431,Nha Trang,active,2026-03-26 09:35:14,2026-08-01 09:35:14
CUS0008288,Lê Khánh,customer0008288@example.com,0396576659,Huế,active,2026-01-30 09:35:14,2026-08-06 09:35:14
CUS0001220,Nguyễn Long,customer0001220@example.com,0580314756,Đà Nẵng,active,2024-10-02 09:35:14,2026-08-03 09:35:14
CUS0011452,Nguyễn Tuấn,customer0011452@example.com,0603425924,Vũng Tàu,active,2026-01-11 09:35:14,2026-08-05 09:35:14
CUS0005612,Võ Hạnh,customer0005612@example.com,0998667057,TP. Hồ Chí Minh,active,2026-05-12 09:35:14,2026-07-31 09:35:14
CUS0009422,Hồ Thảo,customer0009422@example.com,0334230475,Vũng Tàu,active,2024-09-04 09:35:14,2026-07-31 09:35:14
CUS0006866,Võ Yến,customer0006866@example.com,0997344326,Nha Trang,active,2026-04-18 09:35:14,2026-08-05 09:35:14
CUS0007249,Đỗ Linh,customer0007249@example.com,0733654587,Vũng Tàu,active,2025-12-20 09:35:14,2026-08-04 09:35:14
CUS0002089,Trần Hoàng,customer0002089@example.com,0301602676,Nha Trang,active,2026-04-01 09:35:14,2026-07-31 09:35:14
CUS0003818,Vũ Trang,customer0003818@example.com,0894833906,Đà Nẵng,active,2025-02-05 09:35:14,2026-08-02 09:35:14
CUS0010419,Dương Sơn,customer0010419@example.com,0567743687,TP. Hồ Chí Minh,active,2025-05-19 09:35:14,2026-08-05 09:35:14
CUS0010480,Lê Nam,customer0010480@example.com,0759229416,Cần Thơ,active,2024-10-02 09:35:14,2026-07-31 09:35:14
CUS0011980,Bùi Mai,customer0011980@example.com,0775914884,Huế,active,2026-05-13 09:35:14,2026-08-02 09:35:14
CUS0005836,Phạm Trung,customer0005836@example.com,0454421066,Cần Thơ,active,2025-10-09 09:35:14,2026-03-15 09:35:14
CUS0008722,Hồ Hạnh,customer0008722@example.com,0810258000,Đà Nẵng,active,2025-05-10 09:35:14,2026-08-04 09:35:14
CUS0006729,Nguyễn Dũng,customer0006729@example.com,0453229064,Nha Trang,active,2025-09-18 09:35:14,2026-08-02 09:35:14
CUS0010767,Huỳnh Việt,customer0010767@example.com,0465277899,Đà Nẵng,active,2026-04-12 09:35:14,2026-08-06 09:35:14
CUS0011050,Ngô Hiếu,customer0011050@example.com,0555339141,Vũng Tàu,active,2026-04-01 09:35:14,2026-08-06 09:35:14
CUS0008831,Đặng Việt,customer0008831@example.com,0497795356,Hải Phòng,active,2025-08-08 09:35:14,2026-08-04 09:35:14
CUS0004863,Phạm Tuấn,customer0004863@example.com,0896977875,Huế,active,2025-09-15 09:35:14,2026-08-04 09:35:14
CUS0005350,Trần Nga,customer0005350@example.com,0548693982,Huế,active,2025-08-04 09:35:14,2026-08-06 09:35:14
CUS0007523,Vũ Mai,customer0007523@example.com,0963831214,Đà Nẵng,active,2024-10-05 09:35:14,2025-09-18 09:35:14
CUS0002088,Phạm Phong,customer0002088@example.com,0317796840,TP. Hồ Chí Minh,active,2025-08-20 09:35:14,2026-08-02 09:35:14
CUS0002338,Võ Trang,customer0002338@example.com,0548112654,Hải Phòng,active,2025-05-30 09:35:14,2026-08-04 09:35:14
CUS0007088,Vũ Hải,customer0007088@example.com,0969251492,Huế,inactive,2025-02-26 09:35:14,2026-07-31 09:35:14
CUS0008674,Đặng An,customer0008674@example.com,0864202667,Huế,active,2025-04-25 09:35:14,2026-08-03 09:35:14
CUS0008977,Hoàng Sơn,customer0008977@example.com,0845686761,Huế,active,2025-01-18 09:35:14,2026-08-06 09:35:14
CUS0008128,Trần Nga,customer0008128@example.com,0439497640,TP. Hồ Chí Minh,active,2025-09-09 09:35:14,2026-08-05 09:35:14
CUS0008638,Dương Trung,customer0008638@example.com,0571935909,TP. Hồ Chí Minh,active,2025-04-19 09:35:14,2026-08-01 09:35:14
CUS0001428,Đặng Vân,customer0001428@example.com,0567830287,Hà Nội,active,2025-07-25 09:35:14,2026-08-01 09:35:14
CUS0007149,Đỗ Hiếu,customer0007149@example.com,0480037601,Hải Phòng,active,2025-09-10 09:35:14,2026-07-31 09:35:14
CUS0003462,Đặng Việt,customer0003462@example.com,0546077070,Hà Nội,active,2026-03-26 09:35:14,2026-08-03 09:35:14
CUS0000425,Huỳnh Linh,customer0000425@example.com,0599892222,Hà Nội,active,2026-03-23 09:35:14,2026-08-06 09:35:14
CUS0001698,Phạm Giang,customer0001698@example.com,0809565694,Nha Trang,active,2026-06-06 09:35:14,2026-07-31 09:35:14
CUS0005454,Dương Thảo,customer0005454@example.com,0704110232,Hải Phòng,active,2025-11-04 09:35:14,2026-08-03 09:35:14
CUS0005420,Huỳnh Phong,customer0005420@example.com,0862496613,Huế,active,2025-08-11 09:35:14,2026-08-06 09:35:14
CUS0004065,Lê Sơn,customer0004065@example.com,0576470947,TP. Hồ Chí Minh,active,2025-01-12 09:35:14,2026-08-06 09:35:14
CUS0009865,Đặng Phong,customer0009865@example.com,0679258506,Hải Phòng,active,2025-05-14 09:35:14,2026-08-06 09:35:14
CUS0009684,Đặng Linh,customer0009684@example.com,0351702341,Hải Phòng,active,2025-07-05 09:35:14,2026-07-31 09:35:14
CUS0007434,Phạm Quân,customer0007434@example.com,0390132205,Vũng Tàu,active,2025-02-22 09:35:14,2026-08-01 09:35:14
CUS0010333,Hồ Minh,customer0010333@example.com,0629207362,Vũng Tàu,inactive,2024-12-30 09:35:14,2026-08-01 09:35:14
CUS0010316,Ngô Nga,customer0010316@example.com,0429968756,Hà Nội,active,2025-10-07 09:35:14,2026-08-04 09:35:14
CUS0008310,Huỳnh Nga,customer0008310@example.com,0691764780,Hải Phòng,active,2026-06-20 09:35:14,2026-07-31 09:35:14
CUS0001069,Vũ Hùng,customer0001069@example.com,0830553594,Cần Thơ,active,2026-03-24 09:35:14,2026-08-05 09:35:14
CUS0007676,Vũ Bình,customer0007676@example.com,0562196250,TP. Hồ Chí Minh,active,2024-09-13 09:35:14,2026-07-31 09:35:14
CUS0002013,Hồ Giang,customer0002013@example.com,0391575670,Đà Nẵng,active,2025-01-30 09:35:14,2026-07-31 09:35:14
CUS0006818,Bùi Minh,customer0006818@example.com,0753945580,Hà Nội,active,2025-04-25 09:35:14,2026-08-02 09:35:14
CUS0005598,Lê Phúc,customer0005598@example.com,0836967100,Huế,active,2025-06-13 09:35:14,2026-08-04 09:35:14
CUS0006195,Trần Hoàng,customer0006195@example.com,0923778372,Cần Thơ,active,2025-12-20 09:35:14,2026-08-03 09:35:14
CUS0006147,Trần Nam,customer0006147@example.com,0786684599,Cần Thơ,active,2024-08-30 09:35:14,2026-07-31 09:35:14
CUS0000020,Hồ Long,customer0000020@example.com,0620130859,Huế,active,2025-11-19 09:35:14,2026-08-06 09:35:14
CUS0009802,Lê Mai,customer0009802@example.com,0419012988,Hà Nội,active,2025-09-11 09:35:14,2026-08-06 09:35:14
CUS0009419,Phan Chiến,customer0009419@example.com,0507161057,TP. Hồ Chí Minh,active,2024-11-03 09:35:14,2026-07-31 09:35:14
CUS0007106,Đặng Hùng,customer0007106@example.com,0684170157,Vũng Tàu,active,2024-12-27 09:35:14,2026-08-01 09:35:14
CUS0002190,Bùi Nga,customer0002190@example.com,0963171730,Vũng Tàu,active,2024-08-22 09:35:14,2026-08-05 09:35:14
CUS0010433,Huỳnh Hạnh,customer0010433@example.com,0948757578,Hà Nội,active,2025-03-04 09:35:14,2026-08-04 09:35:14
CUS0007220,Huỳnh Hải,customer0007220@example.com,0310044554,Hải Phòng,active,2026-05-24 09:35:14,2025-07-03 09:35:14
CUS0008222,Huỳnh Hoàng,customer0008222@example.com,0395032198,TP. Hồ Chí Minh,active,2025-06-16 09:35:14,2026-08-01 09:35:14
CUS0011755,Lê Long,customer0011755@example.com,0901029499,TP. Hồ Chí Minh,active,2025-12-07 09:35:14,2026-08-01 09:35:14
CUS0003061,Bùi Hạnh,customer0003061@example.com,0648389493,Hải Phòng,active,2026-04-09 09:35:14,2026-07-31 09:35:14
CUS0010612,Võ Ngọc,customer0010612@example.com,0674089044,Vũng Tàu,inactive,2026-05-25 09:35:14,2026-08-05 09:35:14
CUS0003593,Nguyễn Yến,customer0003593@example.com,0971298374,Đà Nẵng,active,2025-03-16 09:35:14,2026-08-06 09:35:14
CUS0004976,Nguyễn Trang,customer0004976@example.com,0845030663,Huế,active,2024-11-07 09:35:14,2026-08-01 09:35:14
CUS0001324,Ngô Tuấn,customer0001324@example.com,0340995279,Vũng Tàu,active,2026-04-14 09:35:14,2026-08-01 09:35:14
CUS0003603,Đặng Giang,customer0003603@example.com,0930683240,Cần Thơ,active,2026-02-26 09:35:14,2026-08-06 09:35:14
CUS0007239,Ngô Hiếu,customer0007239@example.com,0851371188,Cần Thơ,active,2025-07-04 09:35:14,2026-08-04 09:35:14
CUS0001122,Phan Chiến,customer0001122@example.com,0963637376,Đà Nẵng,active,2024-10-16 09:35:14,2026-08-03 09:35:14
CUS0002443,Phan An,customer0002443@example.com,0974315643,Hà Nội,active,2026-01-11 09:35:14,2026-08-05 09:35:14
CUS0002406,Nguyễn Trang,customer0002406@example.com,0683484205,Huế,active,2024-10-09 09:35:14,2026-08-05 09:35:14
